,,,,,,,,,,,,,
Block Load Profile Report From 01-May-2019 To 10-May-2019,,,,,,,,,,,,,
Consumer Number:,,Consumer Name:,,Substation Name:,ABCD,Feeder Name:,A1,Dtr Name:,DTR2,Meter Number:,,Contracted Load(kW):,6
S.No., Captured Date and Time,,,,,Active Energy(kWh),,Apparent Energy(kVAh),,Average Voltage(V),Average Current(A),Neutral Current(A),Status Byte
,,,,,,Import,Export,Import,Export,,,,
1,01-May-2019 00:00:00,,,,,0.000,0.000,0.000 ,0.000 ,244.820,0.000,0.000,-
2,01-May-2019 00:15:00,,,,,0.000,0.000,0.000 ,0.000 ,245.410,0.000,0.000,-
3,01-May-2019 00:30:00,,,,,0.000,0.000,0.000 ,0.000 ,245.650,0.000,0.000,-
4,01-May-2019 00:45:00,,,,,0.000,0.000,0.000 ,0.000 ,246.850,0.000,0.000,-
5,01-May-2019 01:00:00,,,,,0.000,0.000,0.000 ,0.000 ,247.100,0.000,0.000,-
6,01-May-2019 01:15:00,,,,,0.000,0.000,0.000 ,0.000 ,247.440,0.000,0.000,-
7,01-May-2019 01:30:00,,,,,0.000,0.000,0.000 ,0.000 ,247.740,0.000,0.000,-
8,01-May-2019 01:45:00,,,,,0.000,0.000,0.000 ,0.000 ,248.060,0.000,0.000,-
9,01-May-2019 02:00:00,,,,,0.000,0.000,0.000 ,0.000 ,248.460,0.000,0.000,-
10,01-May-2019 02:15:00,,,,,0.000,0.000,0.000 ,0.000 ,249.500,0.000,0.000,-
11,01-May-2019 02:30:00,,,,,0.000,0.000,0.000 ,0.000 ,250.100,0.000,0.000,-
12,01-May-2019 02:45:00,,,,,0.000,0.000,0.000 ,0.000 ,250.580,0.000,0.000,-
13,01-May-2019 03:00:00,,,,,0.000,0.000,0.000 ,0.000 ,251.150,0.000,0.000,-
14,01-May-2019 03:15:00,,,,,0.000,0.000,0.000 ,0.000 ,253.330,0.000,0.000,-
15,01-May-2019 03:30:00,,,,,0.000,0.000,0.000 ,0.000 ,253.590,0.000,0.000,-
16,01-May-2019 03:45:00,,,,,0.000,0.000,0.000 ,0.000 ,253.650,0.000,0.000,-
17,01-May-2019 04:00:00,,,,,0.000,0.000,0.000 ,0.000 ,253.920,0.000,0.000,-
18,01-May-2019 04:15:00,,,,,0.000,0.000,0.000 ,0.000 ,253.920,0.000,0.000,-
19,01-May-2019 04:30:00,,,,,0.000,0.000,0.000 ,0.000 ,254.130,0.000,0.000,-
20,01-May-2019 04:45:00,,,,,0.000,0.000,0.000 ,0.000 ,254.310,0.000,0.000,-
21,01-May-2019 05:00:00,,,,,0.000,0.000,0.000 ,0.000 ,254.840,0.000,0.000,-
22,01-May-2019 05:15:00,,,,,0.000,0.000,0.000 ,0.000 ,255.370,0.000,0.000,-
23,01-May-2019 05:30:00,,,,,0.000,0.000,0.000 ,0.000 ,255.460,0.000,0.000,-
24,01-May-2019 05:45:00,,,,,0.000,0.000,0.000 ,0.000 ,255.530,0.000,0.000,-
25,01-May-2019 06:00:00,,,,,0.000,0.000,0.000 ,0.000 ,255.820,0.000,0.000,-
26,01-May-2019 06:15:00,,,,,0.000,0.000,0.000 ,0.000 ,256.100,0.000,0.000,-
27,01-May-2019 06:30:00,,,,,0.000,0.000,0.000 ,0.000 ,256.000,0.000,0.000,-
28,01-May-2019 06:45:00,,,,,0.000,0.000,0.000 ,0.000 ,256.160,0.000,0.000,-
29,01-May-2019 07:00:00,,,,,0.000,0.000,0.000 ,0.000 ,256.110,0.000,0.000,-
30,01-May-2019 07:15:00,,,,,0.000,0.000,0.000 ,0.000 ,256.770,0.000,0.000,-
31,01-May-2019 07:30:00,,,,,0.000,0.000,0.000 ,0.000 ,256.680,0.000,0.000,-
32,01-May-2019 07:45:00,,,,,0.000,0.000,0.000 ,0.000 ,256.930,0.000,0.000,-
33,01-May-2019 08:00:00,,,,,0.000,0.000,0.000 ,0.000 ,256.860,0.000,0.000,-
34,01-May-2019 08:15:00,,,,,0.000,0.000,0.000 ,0.000 ,256.950,0.000,0.000,-
35,01-May-2019 08:30:00,,,,,0.000,0.000,0.000 ,0.000 ,255.750,0.000,0.000,-
36,01-May-2019 08:45:00,,,,,0.000,0.000,0.000 ,0.000 ,254.320,0.000,0.000,-
37,01-May-2019 09:00:00,,,,,0.000,0.000,0.000 ,0.000 ,253.560,0.000,0.000,-
38,01-May-2019 09:15:00,,,,,0.000,0.000,0.000 ,0.000 ,252.520,0.000,0.000,-
39,01-May-2019 09:30:00,,,,,0.000,0.000,0.000 ,0.000 ,250.350,0.000,0.000,-
40,01-May-2019 09:45:00,,,,,0.000,0.000,0.000 ,0.000 ,249.150,0.000,0.000,-
41,01-May-2019 10:00:00,,,,,0.000,0.000,0.000 ,0.000 ,249.060,0.000,0.000,-
42,01-May-2019 10:15:00,,,,,0.000,0.000,0.000 ,0.000 ,248.200,0.000,0.000,-
43,01-May-2019 10:30:00,,,,,0.000,0.000,0.000 ,0.000 ,247.350,0.000,0.000,-
44,01-May-2019 10:45:00,,,,,0.000,0.000,0.000 ,0.000 ,246.260,0.000,0.000,-
